	Feature_1	Feature_2	pval	Correlation	Not_NAs	P_adusted	bh_fdr_threshold
3312	X16	Y12	0.7435485926480498	-0.04744094488188976	nan	1.1967625827266213	0.6549299181254638
4529	X22	Y29	0.7435485926480498	-0.04744094488188976	nan	1.1965699913872705	0.6549299181254638
4530	X22	Y30	0.7435485926480498	-0.04744094488188976	nan	1.1963774620242154	0.6549299181254638
4796	X23	Y96	0.7435485926480498	-0.04744094488188976	nan	1.1961849946075447	0.6549299181254638
4912	X24	Y12	0.7435485926480498	-0.04744094488188976	nan	1.1959925891073666	0.6549299181254638
4929	X24	Y29	0.7435485926480498	-0.04744094488188976	nan	1.195800245493808	0.6549299181254638
5331	X26	Y31	0.7435485926480498	-0.04744094488188976	nan	1.1956079637370154	0.6549299181254638
5912	X29	Y12	0.7435485926480498	-0.04744094488188976	nan	1.195415743807154	0.6549299181254638
6125	X30	Y25	0.7435485926480498	-0.04744094488188976	nan	1.195223585674409	0.6549299181254638
6130	X30	Y30	0.7435485926480498	-0.04744094488188976	nan	1.195031489308984	0.6549299181254638
7192	X35	Y92	0.7435485926480498	-0.04744094488188976	nan	1.194839454681102	0.6549299181254638
7198	X35	Y98	0.7435485926480498	-0.04744094488188976	nan	1.1946474817610055	0.6549299181254638
8778	X43	Y78	0.7435485926480498	-0.04744094488188976	nan	1.1944555705189555	0.6549299181254638
10729	X53	Y29	0.7435485926480498	-0.04744094488188976	nan	1.1942637209252327	0.6549299181254638
15188	X75	Y88	0.7435485926480498	-0.04744094488188976	nan	1.1940719329501361	0.6549299181254638
16520	X82	Y20	0.7435485926480498	-0.04744094488188976	nan	1.1938802065639849	0.6549299181254638
16729	X83	Y29	0.7435485926480498	-0.04744094488188976	nan	1.1936885417371164	0.6549299181254638
16731	X83	Y31	0.7435485926480498	-0.04744094488188976	nan	1.1934969384398872	0.6549299181254638
18962	X94	Y62	0.7435485926480498	-0.04744094488188976	nan	1.1933053966426734	0.6549299181254638
9393	X46	Y93	0.744013886439779	-0.04735184183137075	nan	1.1938605366491961	0.6549299181254638
3317	X16	Y17	0.7442709627633943	0.04730261954256475	nan	1.1940814419435173	0.6549299181254638
13526	X67	Y26	0.7442709627633943	0.04730261954256475	nan	1.193889898561749	0.6549299181254638
1332	X6	Y32	0.7443332959940736	-0.04779584793180986	nan	1.19379838972586	0.6549299181254638
1389	X6	Y89	0.7445519335597264	-0.04775354464049416	nan	1.1939575586268865	0.6549299181254638
1356	X6	Y56	0.7446871057919117	0.04772739264452456	nan	1.1939828536025519	0.6549299181254638
6114	X30	Y14	0.7447851981759622	-0.04720417496495275	nan	1.1939486985828187	0.6549299181254638
16307	X81	Y7	0.7447851981759622	-0.04720417496495275	nan	1.1937573299823085	0.6549299181254638
17134	X85	Y34	0.7447851981759622	-0.04720417496495275	nan	1.1935660227178881	0.6549299181254638
12154	X60	Y54	0.7450423572131307	0.04715495267614676	nan	1.1937868245683876	0.6549299181254638
16304	X81	Y4	0.7450423572131307	0.04715495267614676	nan	1.19359557387557	0.6549299181254638
8501	X42	Y1	0.7455567578197126	0.047056508098534754	nan	1.1930817055844338	0.6549299181254638
11318	X56	Y18	0.7455567578197126	0.047056508098534754	nan	1.1928908125115403	0.6549299181254638
11700	X58	Y0	0.7455567578197126	0.047056508098534754	nan	1.1926999805146579	0.6549299181254638
12319	X61	Y19	0.7455567578197126	0.047056508098534754	nan	1.1925092095644796	0.6549299181254638
15526	X77	Y26	0.7455567578197126	0.047056508098534754	nan	1.192318499631717	0.6549299181254638
3919	X19	Y19	0.7455567578197126	-0.047056508098534754	nan	1.1942283482615932	0.6549299181254638
5501	X27	Y1	0.7455567578197126	-0.047056508098534754	nan	1.1940370881161317	0.6549299181254638
6301	X31	Y1	0.7455567578197126	-0.047056508098534754	nan	1.1938458892229187	0.6549299181254638
6701	X33	Y1	0.7455567578197126	-0.047056508098534754	nan	1.193654751552534	0.6549299181254638
6709	X33	Y9	0.7455567578197126	-0.047056508098534754	nan	1.1934636750755765	0.6549299181254638
7999	X39	Y99	0.7455567578197126	-0.047056508098534754	nan	1.1932726597626644	0.6549299181254638
586	X2	Y86	0.7456051705057547	0.04704724409448819	nan	1.1922052614418848	0.6549299181254638
1943	X9	Y43	0.7456051705057547	0.04704724409448819	nan	1.1920146610803433	0.6549299181254638
5978	X29	Y78	0.7456051705057547	0.04704724409448819	nan	1.1918241216524212	0.6549299181254638
7543	X37	Y43	0.7456051705057547	0.04704724409448819	nan	1.1916336431289032	0.6549299181254638
11132	X55	Y32	0.7456051705057547	0.04704724409448819	nan	1.1914432254805924	0.6549299181254638
13598	X67	Y98	0.7456051705057547	0.04704724409448819	nan	1.1912528686783108	0.6549299181254638
18541	X92	Y41	0.7456051705057547	0.04704724409448819	nan	1.191062572692899	0.6549299181254638
18720	X93	Y20	0.7456051705057547	0.04704724409448819	nan	1.190872337495216	0.6549299181254638
13795	X68	Y95	0.746071268296489	-0.04695806352092276	nan	1.1914264904127898	0.6549299181254638
5981	X29	Y81	0.7463285646713685	0.04690884123211676	nan	1.1916470775528796	0.6549299181254638
7556	X37	Y56	0.7463285646713685	0.04690884123211676	nan	1.1914568401522485	0.6549299181254638
14122	X70	Y22	0.7463285646713685	0.04690884123211676	nan	1.1912666634818332	0.6549299181254638
13548	X67	Y48	0.7464410310745331	-0.04688732740277946	nan	1.191256034271518	0.6549299181254638
3599	X17	Y99	0.7468432395643729	-0.04681039665450476	nan	1.1917077382549432	0.6549299181254638
11159	X55	Y59	0.7470102822148712	0.046778450023972844	nan	1.1917841132974971	0.6549299181254638
15910	X79	Y10	0.7471006180305774	0.046761174365698766	nan	1.1917381050096942	0.6549299181254638
12159	X60	Y59	0.7472677735088279	0.0467292095502634	nan	1.1918146307955788	0.6549299181254638
13902	X69	Y2	0.7476154568725253	0.04666272978808677	nan	1.1917989110035474	0.6549299181254638
702	X3	Y2	0.7476154568725253	-0.04666272978808677	nan	1.1921790095240397	0.6549299181254638
1180	X5	Y80	0.7476154568725253	-0.04666272978808677	nan	1.191988929962572	0.6549299181254638
3183	X15	Y83	0.7476635052795733	-0.04665354330708661	nan	1.191685535989119	0.6549299181254638
9396	X46	Y96	0.7476635052795733	-0.04665354330708661	nan	1.1914956259435432	0.6549299181254638
10791	X53	Y91	0.7476635052795733	-0.04665354330708661	nan	1.1913057764174209	0.6549299181254638
15378	X76	Y78	0.7476635052795733	-0.04665354330708661	nan	1.1911159873818278	0.6549299181254638
17130	X85	Y30	0.7476635052795733	-0.04665354330708661	nan	1.190926258807858	0.6549299181254638
18905	X94	Y5	0.7476635052795733	-0.04665354330708661	nan	1.190736590666624	0.6549299181254638
11947	X59	Y47	0.7481304047539399	-0.046564285210474766	nan	1.1912904534298405	0.6549299181254638
12384	X61	Y84	0.7481304047539399	-0.046564285210474766	nan	1.1911007876993152	0.6549299181254638
12761	X63	Y61	0.7481304047539399	-0.046564285210474766	nan	1.1909111823526581	0.6549299181254638
15710	X78	Y10	0.7481304047539399	-0.046564285210474766	nan	1.1907216373610376	0.6549299181254638
9945	X49	Y45	0.7481783619351459	-0.04655511811023622	nan	1.1906084690247387	0.6549299181254638
9975	X49	Y75	0.7481783619351459	-0.04655511811023622	nan	1.1904190325141542	0.6549299181254638
10345	X51	Y45	0.7481783619351459	-0.04655511811023622	nan	1.1902296562760832	0.6549299181254638
1157	X5	Y57	0.74829801157586	0.046532247655425615	nan	1.1902306530552886	0.6549299181254638
11904	X59	Y4	0.7483879195194458	0.04651506292166877	nan	1.190184350380798	0.6549299181254638
3989	X19	Y89	0.7488551830202602	-0.04642576177334748	nan	1.190738087168485	0.6549299181254638
18902	X94	Y2	0.748903030569978	-0.046416618344056776	nan	1.190624849872779	0.6549299181254638
7957	X39	Y57	0.7490709759329821	0.04638452623429728	nan	1.1907025527467527	0.6549299181254638
17352	X86	Y52	0.7491606268029483	0.046367396055250774	nan	1.190655795936027	0.6549299181254638
1148	X5	Y48	0.7495326875487613	0.046296310670811656	nan	1.1910578222608634	0.6549299181254638
1951	X9	Y51	0.7495326875487613	0.046296310670811656	nan	1.190868585237943	0.6549299181254638
5109	X25	Y9	0.7495583450361907	-0.046785920789618865	nan	1.1907201668565381	0.6549299181254638
9101	X45	Y1	0.7496759005540936	0.04626895147763878	nan	1.1907177581862987	0.6549299181254638
10936	X54	Y36	0.7496759005540936	0.04626895147763878	nan	1.1905286653233185	0.6549299181254638
10113	X50	Y13	0.7497235836849124	0.04625984251968504	nan	1.1904153440535288	0.6549299181254638
10120	X50	Y20	0.7497235836849124	0.04625984251968504	nan	1.1902263592394229	0.6549299181254638
11935	X59	Y35	0.7497235836849124	0.04625984251968504	nan	1.1900374344204958	0.6549299181254638
14713	X73	Y13	0.7497235836849124	0.04625984251968504	nan	1.1898485695681835	0.6549299181254638
16165	X80	Y65	0.7497235836849124	0.04625984251968504	nan	1.189659764653939	0.6549299181254638
16770	X83	Y70	0.7497235836849124	0.04625984251968504	nan	1.1894710196492344	0.6549299181254638
17777	X88	Y77	0.7497235836849124	0.04625984251968504	nan	1.189282334525559	0.6549299181254638
18346	X91	Y46	0.7497235836849124	0.04625984251968504	nan	1.189093709254421	0.6549299181254638
18946	X94	Y46	0.7497235836849124	0.04625984251968504	nan	1.1889051438073461	0.6549299181254638
19971	X99	Y71	0.7497235836849124	0.04625984251968504	nan	1.1887166381558782	0.6549299181254638
8593	X42	Y93	0.7501912825118093	-0.04617050690002678	nan	1.1892696298538512	0.6549299181254638
2917	X14	Y17	0.7504490140029612	0.04612128461122078	nan	1.189489640201238	0.6549299181254638
14534	X72	Y34	0.7504490140029612	0.04612128461122078	nan	1.1893011315419353	0.6549299181254638
12164	X60	Y64	0.7505165001771426	0.046108396762070396	nan	1.1892196168232334	0.6549299181254638
4527	X22	Y27	0.7509645578794386	-0.046022840033608785	nan	1.1897410612792119	0.6549299181254638
5799	X28	Y99	0.7509645578794386	-0.046022840033608785	nan	1.1895526023751601	0.6549299181254638
18506	X92	Y6	0.7509645578794386	-0.046022840033608785	nan	1.189364203166675	0.6549299181254638
19318	X96	Y18	0.7509645578794386	-0.046022840033608785	nan	1.1891758636253975	0.6549299181254638
4187	X20	Y87	0.7510487194253818	-0.04649824883395324	nan	1.1891208350623523	0.6549299181254638
8360	X41	Y60	0.7512223702125738	0.04597361774480278	nan	1.1892074880680288	0.6549299181254638
17709	X88	Y9	0.7512223702125738	0.04597361774480278	nan	1.1890192627612755	0.6549299181254638
19552	X97	Y52	0.7512223702125738	0.04597361774480278	nan	1.1888310970289189	0.6549299181254638
8337	X41	Y37	0.7517380755380977	0.04587517316719079	nan	1.189270804521591	0.6549299181254638
3304	X16	Y4	0.7517380755380977	-0.04587517316719079	nan	1.1894589802818	0.6549299181254638
113	X0	Y13	0.7517853924025194	-0.04586614173228346	nan	1.1891575330631436	0.6549299181254638
131	X0	Y31	0.7517853924025194	-0.04586614173228346	nan	1.1889694644986863	0.6549299181254638
512	X2	Y12	0.7517853924025194	-0.04586614173228346	nan	1.1887814554119536	0.6549299181254638
524	X2	Y24	0.7517853924025194	-0.04586614173228346	nan	1.1885935057747343	0.6549299181254638
3525	X17	Y25	0.7517853924025194	-0.04586614173228346	nan	1.1884056155588356	0.6549299181254638
3729	X18	Y29	0.7517853924025194	-0.04586614173228346	nan	1.1882177847360824	0.6549299181254638
3928	X19	Y28	0.7517853924025194	-0.04586614173228346	nan	1.1880300132783177	0.6549299181254638
4328	X21	Y28	0.7517853924025194	-0.04586614173228346	nan	1.1878423011574015	0.6549299181254638
5532	X27	Y32	0.7517853924025194	-0.04586614173228346	nan	1.1876546483452124	0.6549299181254638
5705	X28	Y5	0.7517853924025194	-0.04586614173228346	nan	1.1874670548136461	0.6549299181254638
6530	X32	Y30	0.7517853924025194	-0.04586614173228346	nan	1.187279520534617	0.6549299181254638
6532	X32	Y32	0.7517853924025194	-0.04586614173228346	nan	1.187092045480056	0.6549299181254638
6729	X33	Y29	0.7517853924025194	-0.04586614173228346	nan	1.1869046296219126	0.6549299181254638
6928	X34	Y28	0.7517853924025194	-0.04586614173228346	nan	1.1867172729321538	0.6549299181254638
6930	X34	Y30	0.7517853924025194	-0.04586614173228346	nan	1.1865299753827643	0.6549299181254638
12129	X60	Y29	0.7517853924025194	-0.04586614173228346	nan	1.1863427369457462	0.6549299181254638
11148	X55	Y48	0.752112050644911	-0.04580379672750515	nan	1.1866709539995441	0.6549299181254638
14748	X73	Y48	0.752112050644911	-0.04580379672750515	nan	1.1864837523977143	0.6549299181254638
14975	X74	Y75	0.7523011133790828	-0.04576771653543307	nan	1.1865948160553355	0.6549299181254638
11926	X59	Y26	0.7525118347826483	0.04572750630077279	nan	1.1867400012342664	0.6549299181254638
12119	X60	Y19	0.7525118347826483	0.04572750630077279	nan	1.1865528772984046	0.6549299181254638
14309	X71	Y9	0.7525118347826483	0.04572750630077279	nan	1.186365812364257	0.6549299181254638
17315	X86	Y15	0.7525118347826483	0.04572750630077279	nan	1.1861788064039223	0.6549299181254638
17322	X86	Y22	0.7525118347826483	0.04572750630077279	nan	1.1859918593895167	0.6549299181254638
5186	X25	Y86	0.7528613073309915	-0.046148616848820795	nan	1.1863556686589845	0.6549299181254638
11157	X55	Y57	0.753197559502779	0.04559667865494616	nan	1.1866985339574272	0.6549299181254638
7967	X39	Y67	0.7532858349072766	0.0455798394343548	nan	1.1866506536031451	0.6549299181254638
14569	X72	Y69	0.7532858349072766	0.0455798394343548	nan	1.1864637500508373	0.6549299181254638
7963	X39	Y63	0.753332876426372	0.04557086614173228	nan	1.1863509864982238	0.6549299181254638
8158	X40	Y58	0.753332876426372	0.04557086614173228	nan	1.186164188988147	0.6549299181254638
8558	X42	Y58	0.753332876426372	0.04557086614173228	nan	1.1859774502934068	0.6549299181254638
8563	X42	Y63	0.753332876426372	0.04557086614173228	nan	1.1857907703862303	0.6549299181254638
9741	X48	Y41	0.753332876426372	0.04557086614173228	nan	1.1856041492388607	0.6549299181254638
9763	X48	Y63	0.753332876426372	0.04557086614173228	nan	1.1854175868235595	0.6549299181254638
11165	X55	Y65	0.753332876426372	0.04557086614173228	nan	1.1852310831126056	0.6549299181254638
11172	X55	Y72	0.753332876426372	0.04557086614173228	nan	1.1850446380782949	0.6549299181254638
11346	X56	Y46	0.753332876426372	0.04557086614173228	nan	1.1848582516929413	0.6549299181254638
11572	X57	Y72	0.753332876426372	0.04557086614173228	nan	1.1846719239288757	0.6549299181254638
12341	X61	Y41	0.753332876426372	0.04557086614173228	nan	1.1844856547584466	0.6549299181254638
12563	X62	Y63	0.753332876426372	0.04557086614173228	nan	1.18429944415402	0.6549299181254638
12568	X62	Y68	0.753332876426372	0.04557086614173228	nan	1.1841132920879787	0.6549299181254638
13363	X66	Y63	0.753332876426372	0.04557086614173228	nan	1.1839271985327235	0.6549299181254638
13762	X68	Y62	0.753332876426372	0.04557086614173228	nan	1.1837411634606727	0.6549299181254638
13765	X68	Y65	0.753332876426372	0.04557086614173228	nan	1.1835551868442609	0.6549299181254638
14774	X73	Y74	0.753332876426372	0.04557086614173228	nan	1.183369268655941	0.6549299181254638
15141	X75	Y41	0.753332876426372	0.04557086614173228	nan	1.183183408868183	0.6549299181254638
15346	X76	Y46	0.753332876426372	0.04557086614173228	nan	1.1829976074534738	0.6549299181254638
15563	X77	Y63	0.753332876426372	0.04557086614173228	nan	1.182811864384318	0.6549299181254638
11715	X58	Y15	0.7538019684637718	0.045481394856742796	nan	1.18299116205865	0.6549299181254638
14922	X74	Y22	0.7538019684637718	0.045481394856742796	nan	1.182805536582099	0.6549299181254638
14933	X74	Y33	0.7538019684637718	0.045481394856742796	nan	1.1826199693501283	0.6549299181254638
15316	X76	Y16	0.7538019684637718	0.045481394856742796	nan	1.1824344603353283	0.6549299181254638
2321	X11	Y21	0.7538019684637718	-0.045481394856742796	nan	1.1833625878552148	0.6549299181254638
5921	X29	Y21	0.7538019684637718	-0.045481394856742796	nan	1.1831768458072072	0.6549299181254638
1387	X6	Y87	0.7538106892100878	-0.04596559117293312	nan	1.182262686966888	0.6549299181254638
8135	X40	Y35	0.7538489180787277	0.04547244094488189	nan	1.1821372402049986	0.6549299181254638
8198	X40	Y98	0.7538489180787277	0.04547244094488189	nan	1.1819518941340978	0.6549299181254638
10798	X53	Y98	0.7538489180787277	0.04547244094488189	nan	1.181766606174522	0.6549299181254638
13178	X65	Y78	0.7538489180787277	0.04547244094488189	nan	1.1815813762989462	0.6549299181254638
15124	X75	Y24	0.7538489180787277	0.04547244094488189	nan	1.181396204480062	0.6549299181254638
15524	X77	Y24	0.7538489180787277	0.04547244094488189	nan	1.1812110906905793	0.6549299181254638
7993	X39	Y93	0.754318208554602	-0.0453829502791308	nan	1.1817612541980291	0.6549299181254638
9193	X45	Y93	0.754318208554602	-0.0453829502791308	nan	1.1815761412196146	0.6549299181254638
16955	X84	Y55	0.7545763684848887	0.045333727990324806	nan	1.1817954087468892	0.6549299181254638
10993	X54	Y93	0.7550927679841263	-0.0452352834127128	nan	1.1824189915191454	0.6549299181254638
18538	X92	Y38	0.7550927679841263	-0.0452352834127128	nan	1.1822338625084177	0.6549299181254638
12955	X64	Y55	0.75535100750062	0.04518606112390681	nan	1.182453048686005	0.6549299181254638
10599	X52	Y99	0.7558675659361538	0.04508761654629481	nan	1.1821513386552296	0.6549299181254638
15536	X77	Y36	0.7558675659361538	0.04508761654629481	nan	1.1819664830901546	0.6549299181254638
718	X3	Y18	0.7558675659361538	-0.04508761654629481	nan	1.1830764844829453	0.6549299181254638
1936	X9	Y36	0.7558675659361538	-0.04508761654629481	nan	1.1828913394931986	0.6549299181254638
3326	X16	Y26	0.7558675659361538	-0.04508761654629481	nan	1.1827062524427379	0.6549299181254638
4533	X22	Y33	0.7558675659361538	-0.04508761654629481	nan	1.1825212233043707	0.6549299181254638
7309	X36	Y9	0.7558675659361538	-0.04508761654629481	nan	1.182336252050921	0.6549299181254638
1532	X7	Y32	0.7559141473257072	-0.04507874015748031	nan	1.181854514267835	0.6549299181254638
3198	X15	Y98	0.7559141473257072	-0.04507874015748031	nan	1.181669762897776	0.6549299181254638
3596	X17	Y96	0.7559141473257072	-0.04507874015748031	nan	1.1814850692805676	0.6549299181254638
4778	X23	Y78	0.7559141473257072	-0.04507874015748031	nan	1.1813004333891346	0.6549299181254638
4798	X23	Y98	0.7559141473257072	-0.04507874015748031	nan	1.1811158551964176	0.6549299181254638
6991	X34	Y91	0.7559141473257072	-0.04507874015748031	nan	1.1809313346753745	0.6549299181254638
7532	X37	Y32	0.7559141473257072	-0.04507874015748031	nan	1.1807468717989804	0.6549299181254638
7582	X37	Y82	0.7559141473257072	-0.04507874015748031	nan	1.1805624665402268	0.6549299181254638
7730	X38	Y30	0.7559141473257072	-0.04507874015748031	nan	1.1803781188721225	0.6549299181254638
7982	X39	Y82	0.7559141473257072	-0.04507874015748031	nan	1.1801938287676927	0.6549299181254638
8582	X42	Y82	0.7559141473257072	-0.04507874015748031	nan	1.18000959619998	0.6549299181254638
8591	X42	Y91	0.7559141473257072	-0.04507874015748031	nan	1.1798254211420434	0.6549299181254638
8720	X43	Y20	0.7559141473257072	-0.04507874015748031	nan	1.1796413035669588	0.6549299181254638
8985	X44	Y85	0.7559141473257072	-0.04507874015748031	nan	1.179457243447819	0.6549299181254638
10996	X54	Y96	0.7559141473257072	-0.04507874015748031	nan	1.1792732407577335	0.6549299181254638
10997	X54	Y97	0.7559141473257072	-0.04507874015748031	nan	1.1790892954698287	0.6549299181254638
11186	X55	Y86	0.7559141473257072	-0.04507874015748031	nan	1.1789054075572476	0.6549299181254638
13591	X67	Y91	0.7559141473257072	-0.04507874015748031	nan	1.17872157699315	0.6549299181254638
13596	X67	Y96	0.7559141473257072	-0.04507874015748031	nan	1.1785378037507128	0.6549299181254638
13597	X67	Y97	0.7559141473257072	-0.04507874015748031	nan	1.178354087803129	0.6549299181254638
14392	X71	Y92	0.7559141473257072	-0.04507874015748031	nan	1.1781704291236086	0.6549299181254638
14986	X74	Y86	0.7559141473257072	-0.04507874015748031	nan	1.1779868276853782	0.6549299181254638
14991	X74	Y91	0.7559141473257072	-0.04507874015748031	nan	1.1778032834616816	0.6549299181254638
15591	X77	Y91	0.7559141473257072	-0.04507874015748031	nan	1.1776197964257784	0.6549299181254638
15597	X77	Y97	0.7559141473257072	-0.04507874015748031	nan	1.1774363665509457	0.6549299181254638
15729	X78	Y29	0.7559141473257072	-0.04507874015748031	nan	1.1772529938104768	0.6549299181254638
16135	X80	Y35	0.7559141473257072	-0.04507874015748031	nan	1.1770696781776817	0.6549299181254638
19503	X97	Y3	0.7559141473257072	-0.04507874015748031	nan	1.176886419625887	0.6549299181254638
19728	X98	Y28	0.7559141473257072	-0.04507874015748031	nan	1.1767032181284358	0.6549299181254638
1310	X6	Y10	0.7562041732238478	-0.045504472987108344	nan	1.1769714758347827	0.6549299181254638
13984	X69	Y84	0.7563842300667144	-0.04498917196868281	nan	1.177068518622338	0.6549299181254638
2792	X13	Y92	0.7563893950574689	-0.045468807195523715	nan	1.1768934107009008	0.6549299181254638
10314	X51	Y14	0.7566426017019612	0.044939949679876814	nan	1.1771042341349738	0.6549299181254638
14519	X72	Y19	0.7566426017019612	0.044939949679876814	nan	1.1769211412380793	0.6549299181254638
18726	X93	Y26	0.7566426017019612	0.044939949679876814	nan	1.176738105290764	0.6549299181254638
18557	X92	Y57	0.7570724447462587	-0.04485807154930448	nan	1.177223518498303	0.6549299181254638
6981	X34	Y81	0.7571594239809774	-0.04484150510226482	nan	1.1771757213634597	0.6549299181254638
18311	X91	Y11	0.7571594239809774	-0.04484150510226482	nan	1.176992731200027	0.6549299181254638
8767	X43	Y67	0.7574178745721587	0.04479228281345882	nan	1.177211492962634	0.6549299181254638
19769	X98	Y69	0.7574178745721587	0.04479228281345882	nan	1.1770285541136887	0.6549299181254638
2169	X10	Y69	0.7579348545263349	0.04469383823584682	nan	1.1774659849717803	0.6549299181254638
3990	X19	Y90	0.7579348545263349	0.04469383823584682	nan	1.1771002555153516	0.6549299181254638
11307	X56	Y7	0.7579348545263349	0.04469383823584682	nan	1.1769174759725698	0.6549299181254638
1536	X7	Y36	0.7579348545263349	-0.04469383823584682	nan	1.17764893493837	0.6549299181254638
3302	X16	Y2	0.7579348545263349	-0.04469383823584682	nan	1.1772830918396007	0.6549299181254638
9931	X49	Y31	0.7579810667217136	0.04468503937007874	nan	1.1768065001113392	0.6549299181254638
11125	X55	Y25	0.7579810667217136	0.04468503937007874	nan	1.1766238229147992	0.6549299181254638
12925	X64	Y25	0.7579810667217136	0.04468503937007874	nan	1.176441202423892	0.6549299181254638
13513	X67	Y13	0.7579810667217136	0.04468503937007874	nan	1.1762586386122185	0.6549299181254638
16950	X84	Y50	0.7579810667217136	0.04468503937007874	nan	1.1760761314533958	0.6549299181254638
13514	X67	Y14	0.7587105209922913	0.04454617136942882	nan	1.177025319566074	0.6549299181254638
16755	X83	Y55	0.7587105209922913	0.04454617136942882	nan	1.1768427501043761	0.6549299181254638
5117	X25	Y17	0.7587430086621605	0.04501582831904214	nan	1.1767106213743184	0.6549299181254638
9948	X49	Y48	0.7588308887372318	-0.04452326047490823	nan	1.1766644266354966	0.6549299181254638
4581	X22	Y81	0.7592277626854329	-0.04444772679181683	nan	1.1770973064890433	0.6549299181254638
15934	X79	Y34	0.7592277626854329	-0.04444772679181683	nan	1.176914839072133	0.6549299181254638
17938	X89	Y38	0.7592277626854329	-0.04444772679181683	nan	1.176732428216728	0.6549299181254638
9754	X48	Y54	0.7594864226676887	0.044398504503010826	nan	1.1769509106891194	0.6549299181254638
15367	X76	Y67	0.7594864226676887	0.044398504503010826	nan	1.1767685507711323	0.6549299181254638
3993	X19	Y93	0.7600038207717117	-0.04430005992539883	nan	1.1773877936045107	0.6549299181254638
4733	X23	Y33	0.7600038207717117	-0.04430005992539883	nan	1.177205422508847	0.6549299181254638
6578	X32	Y78	0.76004966281134	-0.04429133858267716	nan	1.17709410378092	0.6549299181254638
6591	X32	Y91	0.76004966281134	-0.04429133858267716	nan	1.1769118346412821	0.6549299181254638
6598	X32	Y98	0.76004966281134	-0.04429133858267716	nan	1.1767296219404553	0.6549299181254638
10378	X51	Y78	0.76004966281134	-0.04429133858267716	nan	1.1765474656522292	0.6549299181254638
10513	X52	Y13	0.76004966281134	-0.04429133858267716	nan	1.1763653657504103	0.6549299181254638
10520	X52	Y20	0.76004966281134	-0.04429133858267716	nan	1.176183322208821	0.6549299181254638
12313	X61	Y13	0.76004966281134	-0.04429133858267716	nan	1.1760013350012997	0.6549299181254638
12320	X61	Y20	0.76004966281134	-0.04429133858267716	nan	1.1758194041017018	0.6549299181254638
18100	X90	Y0	0.7605213228858434	-0.044201615347786834	nan	1.1763670887638722	0.6549299181254638
4102	X20	Y2	0.7606898229538855	-0.044641457120111465	nan	1.1764457515525604	0.6549299181254638
11927	X59	Y27	0.7607801128807047	0.04415239305898083	nan	1.1764034527303304	0.6549299181254638
18947	X94	Y47	0.7607801128807047	0.04415239305898083	nan	1.176221572171776	0.6549299181254638
2586	X12	Y86	0.7611465026532629	-0.044553678816085344	nan	1.1766061256040545	0.6549299181254638
13310	X66	Y10	0.7612977706139578	-0.044053948481368836	nan	1.1766580689551125	0.6549299181254638
18307	X91	Y7	0.7612977706139578	-0.044053948481368836	nan	1.1764762333703567	0.6549299181254638
7190	X35	Y90	0.7620744511762367	0.04390628161495084	nan	1.1771307556012307	0.6549299181254638
8126	X40	Y26	0.7620744511762367	0.04390628161495084	nan	1.1769489593455393	0.6549299181254638
12300	X61	Y0	0.7620744511762367	0.04390628161495084	nan	1.1767672192344607	0.6549299181254638
12334	X61	Y34	0.7620744511762367	0.04390628161495084	nan	1.1765855352419898	0.6549299181254638
12915	X64	Y15	0.7620744511762367	0.04390628161495084	nan	1.1764039073421375	0.6549299181254638
15527	X77	Y27	0.7620744511762367	0.04390628161495084	nan	1.1760408197164147	0.6549299181254638
701	X3	Y1	0.7620744511762367	-0.04390628161495084	nan	1.1774945166505513	0.6549299181254638
1121	X5	Y21	0.7620744511762367	-0.04390628161495084	nan	1.1773126080275556	0.6549299181254638
15199	X75	Y99	0.7620744511762367	-0.04390628161495084	nan	1.1762223355089316	0.6549299181254638
5788	X28	Y88	0.762119922105768	0.04389763779527559	nan	1.1759295202989783	0.6549299181254638
6588	X32	Y88	0.762119922105768	0.04389763779527559	nan	1.1757481056861585	0.6549299181254638
13703	X68	Y3	0.762119922105768	0.04389763779527559	nan	1.1755667470395927	0.6549299181254638
13720	X68	Y20	0.762119922105768	0.04389763779527559	nan	1.1753854443333867	0.6549299181254638
13729	X68	Y29	0.762119922105768	0.04389763779527559	nan	1.175204197541662	0.6549299181254638
14324	X71	Y24	0.762119922105768	0.04389763779527559	nan	1.1750230066385567	0.6549299181254638
15303	X76	Y3	0.762119922105768	0.04389763779527559	nan	1.174841871598224	0.6549299181254638
15335	X76	Y35	0.762119922105768	0.04389763779527559	nan	1.1746607923948333	0.6549299181254638
16143	X80	Y43	0.762119922105768	0.04389763779527559	nan	1.1744797690025703	0.6549299181254638
17145	X85	Y45	0.762119922105768	0.04389763779527559	nan	1.1742988013956361	0.6549299181254638
17546	X87	Y46	0.762119922105768	0.04389763779527559	nan	1.1741178895482483	0.6549299181254638
18158	X90	Y58	0.762119922105768	0.04389763779527559	nan	1.1739370334346395	0.6549299181254638
18374	X91	Y74	0.762119922105768	0.04389763779527559	nan	1.1737562330290587	0.6549299181254638
18943	X94	Y43	0.762119922105768	0.04389763779527559	nan	1.1735754883057714	0.6549299181254638
16542	X82	Y42	0.7623333963145331	0.043857059326144844	nan	1.1737234739253781	0.6549299181254638
18121	X90	Y21	0.7625923672175032	-0.04380783703733884	nan	1.1739414519973879	0.6549299181254638
